사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
May-19,9호선,4109,등촌,"237,770","237,490","86,418","86,843"
May-19,9호선,4110,염창,"469,321","452,029","71,001","70,428"
May-19,9호선,4111,신목동,"109,154","96,107","22,565","21,065"
May-19,9호선,4112,선유도,"188,253","183,304","27,261","26,833"
May-19,9호선,4113,당산,"532,143","518,480","73,051","68,211"
May-19,9호선,4114,국회의사당,"422,692","421,469","55,720","49,345"
May-19,9호선,4115,여의도,"626,751","621,102","47,505","44,771"
May-19,9호선,4116,샛강,"127,977","131,770","28,462","28,613"
May-19,9호선,4117,노량진,"825,609","847,251","98,032","100,886"
May-19,9호선,4118,노들,"113,000","94,258","35,912","33,091"
May-19,9호선,4119,흑석(중앙대입구),"295,597","296,602","60,729","62,111"
May-19,9호선,4120,동작(현충원),"62,450","47,855","18,361","16,222"
May-19,9호선,4121,구반포,"73,211","77,922","26,119","26,658"
May-19,9호선,4122,신반포,"85,289","88,478","25,310","25,395"
May-19,9호선,4123,고속터미널,"411,722","653,517","59,610","72,655"
May-19,9호선,4124,사평,"84,353","79,890","19,045","19,037"
May-19,9호선,4125,신논현,"956,357","971,392","59,774","57,230"
May-19,공항철도 1호선,4201,서울역,"400,044","337,893","40,345","35,870"
May-19,공항철도 1호선,4202,공덕,"66,622","88,960","7,862","9,175"
May-19,공항철도 1호선,4203,홍대입구,"384,821","373,115","19,382","18,528"
May-19,공항철도 1호선,4204,디지털미디어시티,"386,609","333,571","25,615","23,799"
May-19,공항철도 1호선,4206,마곡나루,"156,745","143,038","10,652","10,887"
May-19,공항철도 1호선,4207,김포공항,"313,214","203,892","21,628","16,719"
May-19,공항철도 1호선,4208,계양,"326,842","299,469","34,633","33,203"
May-19,공항철도 1호선,4209,검암,"240,124","236,231","21,321","21,515"
May-19,공항철도 1호선,4210,청라국제도시,"195,975","186,770","12,431","12,390"
May-19,공항철도 1호선,4211,운서,"200,555","208,402","27,824","27,779"
May-19,공항철도 1호선,4212,공항화물청사,"66,233","75,625","8,711","8,706"
May-19,공항철도 1호선,4213,인천공항1터미널,"463,395","457,635","44,785","42,917"
May-19,공항철도 1호선,4215,인천공항2터미널,"154,235","132,918","17,703","15,332"
May-19,공항철도 1호선,4217,영종,"69,211","71,095","18,621","18,989"
May-19,9호선2~3단계,4126,언주,"239,146","236,941","27,257","26,900"
May-19,9호선2~3단계,4127,선정릉,"233,212","253,335","25,599","26,348"
May-19,9호선2~3단계,4128,삼성중앙,"151,609","153,935","24,673","24,499"
May-19,9호선2~3단계,4129,봉은사,"516,581","526,523","55,496","52,784"
May-19,9호선2~3단계,4130,종합운동장,"136,121","117,397","20,759","17,270"
May-19,9호선2~3단계,4131,삼전,"133,580","129,719","31,255","30,715"
May-19,9호선2~3단계,4132,석촌고분,"117,704","114,493","31,710","31,310"
May-19,9호선2~3단계,4133,석촌,"179,716","141,176","30,256","24,672"
May-19,9호선2~3단계,4134,송파나루,"94,041","96,404","23,180","23,605"
May-19,9호선2~3단계,4135,한성백제,"62,156","53,927","13,460","11,685"
May-19,9호선2~3단계,4136,올림픽공원(한국체대),"219,121","223,706","23,546","24,124"
May-19,9호선2~3단계,4137,둔촌오륜,"24,578","21,675","6,062","5,997"
May-19,9호선2~3단계,4138,중앙보훈병원,"157,908","139,342","64,843","65,287"
May-19,우이신설선,4701,북한산우이,"71,259","62,823","41,660","41,735"
May-19,우이신설선,4702,솔밭공원,"47,882","44,027","29,918","31,243"
May-19,우이신설선,4703,4.19민주묘지,"85,656","84,854","35,103","32,252"
May-19,우이신설선,4704,가오리,"83,570","76,020","48,326","49,502"
May-19,우이신설선,4705,화계,"65,657","56,584","42,866","43,383"
May-19,우이신설선,4706,삼양,"36,724","38,053","28,340","31,710"
May-19,우이신설선,4707,삼양사거리,"40,148","40,223","37,748","38,886"
May-19,우이신설선,4708,솔샘,"142,673","127,246","38,536","39,725"
May-19,우이신설선,4709,북한산보국문,"161,867","141,742","45,041","45,814"
May-19,우이신설선,4710,정릉,"97,184","84,030","48,775","45,712"
May-19,우이신설선,4711,성신여대입구(돈암),"87,982","103,574","34,415","32,373"
May-19,우이신설선,4712,보문,"35,939","36,973","17,275","17,703"
May-19,우이신설선,4713,신설동,"42,076","44,785","23,061","20,860"
